Organization Name,Use Case Name,Submission Date and Time (UTC),Reference Number,Submission Status,Organization Status
Unio Employee Benefits,Payment Schedules,2026-06-25 10:15:25.607000Z,189710M,Submitted,Active
BT Ireland,Payment Schedules,2026-06-25 10:12:13.756000Z,189691M,Received,Active
BT Ireland,Payment Schedules,2026-06-25 10:12:08.878000Z,189688M,Received,Active
Ktech Services Limited,Payment Schedules,2026-06-25 10:12:08.025000Z,189687M,Received,Active
Three Ireland Hutchison Limited,Payment Schedules,2026-06-25 10:12:06.120000Z,189682M,Received,Active
BT Ireland,Payment Schedules,2026-06-25 10:12:03.453000Z,189679M,Received,Active
Dentons Ire Legal Ser Ltd,Payment Schedules,2026-06-25 10:09:52.911000Z,189702M,Submitted,Active
Nevinar Cosmetics Limited,Payment Schedules,2026-06-25 10:03:07.962000Z,189698M,Submitted,Active
Exolum Aviation Ireland Limited,Payment Schedules,2026-06-25 09:58:05.812000Z,189666M,Received,Active
Exolum Aviation Ireland Limited,Payment Schedules,2026-06-25 09:58:05.017000Z,189668M,Received,Active
Rhomberg Sersa Ireland Limited,Payment Schedules,2026-06-25 09:58:02.700000Z,189662M,Received,Active
Exolum Aviation Ireland Limited,Payment Schedules,2026-06-25 09:58:00.988000Z,189664M,Received,Active
Mars Foods Ireland Ltd,Payment Schedules,2026-06-25 09:57:55.040000Z,189663M,Received,Active
BT Ireland,Payment Schedules,2026-06-25 09:57:42.237000Z,189691M,Submitted,Active
BT Ireland,Payment Schedules,2026-06-25 09:54:35.286000Z,189688M,Submitted,Active
Ktech Services Limited,Payment Schedules,2026-06-25 09:54:24.166000Z,189687M,Submitted,Active
Three Ireland Hutchison Limited,Payment Schedules,2026-06-25 09:51:41.895000Z,189682M,Submitted,Active
BT Ireland,Payment Schedules,2026-06-25 09:49:21.736000Z,189679M,Submitted,Active
Waterford Credit Union Ltd,Payment Schedules,2026-06-25 09:44:14.165000Z,189653M,Received,Active
Waterford Credit Union Ltd,Payment Schedules,2026-06-25 09:44:12.140000Z,189646M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 09:44:09.416000Z,189649M,Received,Active
Sunglass Hut Ireland Ltd,Payment Schedules,2026-06-25 09:44:07.263000Z,189644M,Received,Active
Exolum Aviation Ireland Limited,Payment Schedules,2026-06-25 09:40:43.919000Z,189668M,Submitted,Active
Exolum Aviation Ireland Limited,Payment Schedules,2026-06-25 09:39:28.674000Z,189666M,Submitted,Active
Exolum Aviation Ireland Limited,Payment Schedules,2026-06-25 09:36:39.420000Z,189664M,Submitted,Active
Mars Foods Ireland Ltd,Payment Schedules,2026-06-25 09:35:53.585000Z,189663M,Submitted,Active
Rhomberg Sersa Ireland Limited,Payment Schedules,2026-06-25 09:35:07.202000Z,189662M,Submitted,Active
Griffin Hotel Group Limited,Payment Schedules,2026-06-25 09:30:19.565000Z,189632M,Received,Active
Anglo Beef Processors Ireland,Payment Schedules,2026-06-25 09:30:19.068000Z,189638M,Received,Active
Anglo Beef Processors Ireland,Payment Schedules,2026-06-25 09:30:17.638000Z,189642M,Received,Active
Waterford Credit Union Ltd,Payment Schedules,2026-06-25 09:24:59.193000Z,189653M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 09:24:08.780000Z,189649M,Submitted,Active
Waterford Credit Union Ltd,Payment Schedules,2026-06-25 09:22:33.416000Z,189646M,Submitted,Active
Sunglass Hut Ireland Ltd,Payment Schedules,2026-06-25 09:20:18.655000Z,189644M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 09:16:36.228000Z,189626M,Received,Active
AVA Trade EU Ltd,Payment Schedules,2026-06-25 09:16:35.410000Z,189605M,Received,Active
BNL Sciences Limited,Payment Schedules,2026-06-25 09:16:33.997000Z,189603M,Received,Active
Anglo Beef Processors Ireland,Payment Schedules,2026-06-25 09:15:31.978000Z,189642M,Submitted,Active
Anglo Beef Processors Ireland,Payment Schedules,2026-06-25 09:13:39.360000Z,189638M,Submitted,Active
Griffin Hotel Group Limited,Payment Schedules,2026-06-25 09:10:25.419000Z,189632M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 09:02:52.551000Z,189598M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 09:02:40.850000Z,189626M,Submitted,Active
AVA Trade EU Ltd,Payment Schedules,2026-06-25 08:50:32.974000Z,189605M,Submitted,Active
BNL Sciences Limited,Payment Schedules,2026-06-25 08:49:58.643000Z,189603M,Submitted,Active
McKechnie Cleaning Services,Payment Schedules,2026-06-25 08:49:19.114000Z,189588M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 08:47:04.162000Z,189598M,Submitted,Active
Faac Electronics Limited,Payment Schedules,2026-06-25 08:36:01.165000Z,189576M,Received,Active
Fighting Blindness,Payment Schedules,2026-06-25 08:35:59.363000Z,189577M,Received,Active
McKechnie Cleaning Services,Payment Schedules,2026-06-25 08:31:35.050000Z,189588M,Submitted,Active
Fighting Blindness,Payment Schedules,2026-06-25 08:15:28.242000Z,189577M,Submitted,Active
Faac Electronics Limited,Payment Schedules,2026-06-25 08:14:54.202000Z,189576M,Submitted,Active
Howden Insurance Ireland Limited,Payment Schedules,2026-06-25 07:58:17.884000Z,189099M,Completed,Active
Howden Insurance Ireland Limited,Payment Schedules,2026-06-25 07:58:07.211000Z,189096M,Completed,Active
Howden Insurance Ireland Limited,Payment Schedules,2026-06-25 07:57:41.268000Z,189094M,Completed,Active
Howden Insurance Ireland Limited,Payment Schedules,2026-06-25 07:57:38.705000Z,189092M,Completed,Active
Beacon Face and Dermatology,Payment Schedules,2026-06-25 05:56:07.046000Z,186835M,Completed,Active
Beacon Face and Dermatology,Payment Schedules,2026-06-25 05:56:06.487000Z,186840M,Completed,Active
Depaul Ireland,Payment Schedules,2026-06-25 00:03:58.673000Z,174647M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 23:19:06.226000Z,188409M,Completed,Active
Central Business Equipment Limited,Payment Schedules,2026-06-24 23:13:48.960000Z,188120M,Completed,Active
Central Business Equipment Limited,Payment Schedules,2026-06-24 23:13:22.544000Z,188119M,Completed,Active
Central Business Equipment Limited,Payment Schedules,2026-06-24 23:12:56.823000Z,188116M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 23:02:05.299000Z,187697M,Completed,Active
Banaghan and Co Ltd,Payment Schedules,2026-06-24 23:00:28.843000Z,187603M,Completed,Active
Glennon Employee Benefits,Payment Schedules,2026-06-24 23:00:02.756000Z,187542M,Completed,Active
NFP Ireland Consultants Ltd,Payment Schedules,2026-06-24 22:59:41.603000Z,187525M,Completed,Active
Probus Insurance Company Europe DAC,Payment Schedules,2026-06-24 22:59:20.381000Z,187524M,Completed,Active
Chemifloc Limited,Payment Schedules,2026-06-24 22:58:54.075000Z,187510M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 22:58:38.289000Z,187499M,Completed,Active
Monaghan Bottlers Limited,Payment Schedules,2026-06-24 22:58:12.263000Z,187492M,Completed,Active
Fohntech Ireland Ltd,Payment Schedules,2026-06-24 22:57:56.244000Z,187189M,Completed,Active
Cargurus Ireland Ltd,Payment Schedules,2026-06-24 22:57:09.928000Z,187145M,Completed,Active
First Ireland Spirits Co Ltd,Payment Schedules,2026-06-24 22:56:44.058000Z,187129M,Completed,Active
Ornella Underwriting Limited,Payment Schedules,2026-06-24 22:56:17.986000Z,187123M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 22:55:31.489000Z,187083M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 22:55:10.630000Z,187082M,Completed,Active
Castolin Eutectic Ireland Limited,Payment Schedules,2026-06-24 22:54:19.794000Z,187034M,Completed,Active
Charles River Laboratories Ireland Ltd,Payment Schedules,2026-06-24 22:52:58.958000Z,186975M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 22:52:38.012000Z,186909M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 22:52:06.937000Z,186905M,Completed,Active
Clinisys Diagnostics Solutions Ireland,Payment Schedules,2026-06-24 22:51:21.407000Z,186897M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 22:48:05.092000Z,186410M,Completed,Active
NSRS Comms Ireland Limited,Payment Schedules,2026-06-24 16:51:57.205000Z,189428M,Received,Active
Boxmore Plastics Limited,Payment Schedules,2026-06-24 16:51:52.186000Z,189427M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 16:36:25.324000Z,189414M,Received,Active
Boxmore Plastics Limited,Payment Schedules,2026-06-24 16:36:24.691000Z,189422M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 16:36:18.788000Z,189415M,Received,Active
Banking and Payments Federation Ireland,Payment Schedules,2026-06-24 16:36:14.829000Z,189417M,Received,Active
NSRS Comms Ireland Limited,Payment Schedules,2026-06-24 16:28:21.579000Z,189428M,Submitted,Active
Boxmore Plastics Limited,Payment Schedules,2026-06-24 16:23:59.056000Z,189427M,Submitted,Active
Boxmore Plastics Limited,Payment Schedules,2026-06-24 16:19:33.159000Z,189422M,Submitted,Active
Banking and Payments Federation Ireland,Payment Schedules,2026-06-24 16:13:31.678000Z,189417M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 16:10:12.614000Z,189415M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 16:08:41.593000Z,189414M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 16:02:15.874000Z,189396M,Received,Active
Fannin Limited,Payment Schedules,2026-06-24 15:49:17.953000Z,189386M,Received,Active
Zellis,Payment Schedules,2026-06-24 15:49:16.451000Z,189383M,Received,Active
Pavers Limited,Payment Schedules,2026-06-24 15:49:15.579000Z,189382M,Received,Active
Zellis,Payment Schedules,2026-06-24 15:49:15.012000Z,189380M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 15:45:01.432000Z,189396M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 15:36:22.129000Z,189373M,Received,Active
Kaseya Limited,Payment Schedules,2026-06-24 15:36:20.333000Z,189371M,Received,Active
Fannin Limited,Payment Schedules,2026-06-24 15:33:20.532000Z,189386M,Submitted,Active
Zellis,Payment Schedules,2026-06-24 15:31:55.280000Z,189383M,Submitted,Active
Pavers Limited,Payment Schedules,2026-06-24 15:31:17.033000Z,189382M,Submitted,Active
Zellis,Payment Schedules,2026-06-24 15:28:20.849000Z,189380M,Submitted,Active
Norwegian Air International,Payment Schedules,2026-06-24 15:23:14.611000Z,189357M,Received,Active
Norwegian Air International,Payment Schedules,2026-06-24 15:23:14.499000Z,189356M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 15:19:40.278000Z,189373M,Submitted,Active
Kaseya Limited,Payment Schedules,2026-06-24 15:15:17.038000Z,189371M,Submitted,Active
Zellis,Payment Schedules,2026-06-24 15:08:31.334000Z,189352M,Received,Active
Zellis,Payment Schedules,2026-06-24 15:08:25.223000Z,189351M,Received,Active
Norwegian Air International,Payment Schedules,2026-06-24 15:00:13.997000Z,189357M,Submitted,Active
Norwegian Air International,Payment Schedules,2026-06-24 14:59:20.930000Z,189356M,Submitted,Active
Enerveo Ireland Ltd,Payment Schedules,2026-06-24 14:55:13.619000Z,189342M,Received,Active
Zellis,Payment Schedules,2026-06-24 14:54:08.738000Z,189352M,Submitted,Active
Zellis,Payment Schedules,2026-06-24 14:52:55.332000Z,189351M,Submitted,Active
Laydex Limited,Payment Schedules,2026-06-24 14:42:14.563000Z,189317M,Received,Active
Enerveo Ireland Ltd,Payment Schedules,2026-06-24 14:38:41.463000Z,189342M,Submitted,Active
BCMGLOBAL ASI Limited,Payment Schedules,2026-06-24 14:20:52.144000Z,188254M,Completed,Active
Link Fund Administrators Ireland Ltd,Payment Schedules,2026-06-24 14:16:45.195000Z,186851M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 14:15:45.825000Z,186910M,Completed,Active
Laydex Limited,Payment Schedules,2026-06-24 14:13:17.726000Z,189317M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 13:56:15.983000Z,189294M,Received,Active
Zellis,Payment Schedules,2026-06-24 13:41:22.427000Z,189284M,Received,Active
Irish Residential Properties,Payment Schedules,2026-06-24 13:41:15.731000Z,189279M,Received,Active
Depaul Ireland,Payment Schedules,2026-06-24 13:41:06.883000Z,189273M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 13:38:17.704000Z,189294M,Submitted,Active
Depaul Ireland,Payment Schedules,2026-06-24 13:27:35.873000Z,189270M,Received,Active
eFlexes,Payment Schedules,2026-06-24 13:27:35.558000Z,189265M,Received,Active
Zellis,Payment Schedules,2026-06-24 13:19:02.968000Z,189284M,Submitted,Active
Precision Heating Limited,Payment Schedules,2026-06-24 13:17:12.637000Z,186896M,Completed,Active
Irish Residential Properties,Payment Schedules,2026-06-24 13:15:28.445000Z,189279M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 13:14:13.888000Z,187017M,Completed,Active
Depaul Ireland,Payment Schedules,2026-06-24 13:10:57.843000Z,189273M,Submitted,Active
Depaul Ireland,Payment Schedules,2026-06-24 13:08:44.931000Z,189270M,Submitted,Active
eFlexes,Payment Schedules,2026-06-24 12:58:31.975000Z,189265M,Submitted,Active
Azurity Pharmaceuticals Ireland Limited,Payment Schedules,2026-06-24 12:54:00.629000Z,189251M,Received,Active
Mars Foods Ireland Ltd,Payment Schedules,2026-06-24 12:38:08.126000Z,189243M,Received,Active
Azurity Pharmaceuticals Ireland Limited,Payment Schedules,2026-06-24 12:33:29.082000Z,189251M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 12:24:32.864000Z,189235M,Received,Active
Teradata Ireland Limited,Payment Schedules,2026-06-24 12:24:25.987000Z,189240M,Received,Active
Mars Foods Ireland Ltd,Payment Schedules,2026-06-24 12:10:39.704000Z,189243M,Submitted,Active
Open Sky Data Systems Limited,Payment Schedules,2026-06-24 12:10:36.334000Z,189229M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 12:10:34.301000Z,189232M,Received,Active
Europ Assistance SA,Payment Schedules,2026-06-24 12:10:32.445000Z,189228M,Received,Active
Teradata Ireland Limited,Payment Schedules,2026-06-24 12:07:33.900000Z,189240M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 11:59:21.856000Z,189235M,Submitted,Active
Lister Machine Tools Ltd,Payment Schedules,2026-06-24 11:57:04.440000Z,186617M,Cancelled,Active
National Advocacy Service for People with Disabilities,Payment Schedules,2026-06-24 11:56:33.032000Z,189224M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 11:52:16.253000Z,189232M,Submitted,Active
Open Sky Data Systems Limited,Payment Schedules,2026-06-24 11:48:01.501000Z,189229M,Submitted,Active
Europ Assistance SA,Payment Schedules,2026-06-24 11:46:07.121000Z,189228M,Submitted,Active
IPM Potato Group Limited,Payment Schedules,2026-06-24 11:42:58.897000Z,189217M,Received,Active
Irish Blood Transfusion Service,Payment Schedules,2026-06-24 11:42:50.929000Z,189212M,Received,Active
Irish Blood Transfusion Service,Payment Schedules,2026-06-24 11:42:48.475000Z,189211M,Received,Active
National Advocacy Service for People with Disabilities,Payment Schedules,2026-06-24 11:40:39.901000Z,189224M,Submitted,Active
Totalmobile Ireland Ltd,Payment Schedules,2026-06-24 11:29:07.034000Z,189205M,Received,Active
Net Zero Group,Payment Schedules,2026-06-24 11:29:06.378000Z,189207M,Received,Active
IPM Potato Group Limited,Payment Schedules,2026-06-24 11:23:53.968000Z,189217M,Submitted,Active
Irish Blood Transfusion Service,Payment Schedules,2026-06-24 11:16:30.876000Z,189212M,Submitted,Active
Cisco Systems Limited,Payment Schedules,2026-06-24 11:15:08.984000Z,189191M,Received,Active
Irish Blood Transfusion Service,Payment Schedules,2026-06-24 11:15:03.577000Z,189211M,Submitted,Active
Net Zero Group,Payment Schedules,2026-06-24 11:11:33.184000Z,189207M,Submitted,Active
Totalmobile Ireland Ltd,Payment Schedules,2026-06-24 11:07:05.253000Z,189205M,Submitted,Active
Stantec UK Limited Ireland Branch,Payment Schedules,2026-06-24 10:59:57.540000Z,189180M,Received,Active
Stantec UK Limited Ireland Branch,Payment Schedules,2026-06-24 10:59:56.913000Z,189175M,Received,Active
Irish Residential Properties,Payment Schedules,2026-06-24 10:59:55.509000Z,189173M,Received,Active
Hogan Lovells International,Payment Schedules,2026-06-24 10:59:48.348000Z,189166M,Received,Active
Cisco Systems Limited,Payment Schedules,2026-06-24 10:49:43.881000Z,189191M,Submitted,Active
Anglo Beef Processors Ireland,Payment Schedules,2026-06-24 10:41:14.760000Z,187753M,Completed,Active
Stantec UK Limited Ireland Branch,Payment Schedules,2026-06-24 10:40:05.030000Z,189180M,Submitted,Active
Stantec UK Limited Ireland Branch,Payment Schedules,2026-06-24 10:37:11.739000Z,189175M,Submitted,Active
Irish Residential Properties,Payment Schedules,2026-06-24 10:36:51.500000Z,189173M,Submitted,Active
Hogan Lovells International,Payment Schedules,2026-06-24 10:30:57.583000Z,189166M,Submitted,Active
Lifescience Business PlatforLimited,Payment Schedules,2026-06-24 10:29:18.202000Z,189142M,Received,Active
Anglo Beef Processors Ireland,Payment Schedules,2026-06-24 10:25:41.292000Z,187750M,Completed,Active
Anglo Beef Processors Ireland,Payment Schedules,2026-06-24 10:21:09.387000Z,187755M,Completed,Active
Mars Foods Ireland Ltd,Payment Schedules,2026-06-24 10:15:01.746000Z,189139M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 10:14:59.021000Z,189141M,Received,Active
Generali Seguros y Reaseguros SA,Payment Schedules,2026-06-24 10:14:54.590000Z,189138M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 10:14:47.111000Z,189132M,Received,Active
Northgate Vehicle Hire Ireland Ltd,Payment Schedules,2026-06-24 10:14:45.036000Z,189136M,Received,Active
Lifescience Business PlatforLimited,Payment Schedules,2026-06-24 10:01:05.037000Z,189142M,Submitted,Active
Cognex Ireland Limited,Payment Schedules,2026-06-24 10:00:15.160000Z,189128M,Received,Active
BSH Home Appliances Limited Pension Plan,Payment Schedules,2026-06-24 10:00:06.889000Z,189130M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-24 09:59:31.881000Z,189141M,Submitted,Active
Mars Foods Ireland Ltd,Payment Schedules,2026-06-24 09:56:39.269000Z,189139M,Submitted,Active
Generali Seguros y Reaseguros SA,Payment Schedules,2026-06-24 09:54:38.362000Z,189138M,Submitted,Active
Northgate Vehicle Hire Ireland Ltd,Payment Schedules,2026-06-24 09:53:18.586000Z,189136M,Submitted,Active
